Station;hh;jj;mm;aaaa;temp
Nouvelle Amsterdam;03;17;01;2014;16.6
Crozet;03;17;01;2014;9.5
Kerguelen;03;17;01;2014;6.2
Pamandzi;03;17;01;2014;24.8
St-Pierre;03;17;01;2014;3.4
Le Raizet Aero;03;17;01;2014;22.2
Trinite-Caravel;03;17;01;2014;25.1
Lamentin-Aero;03;17;01;2014;23.1
Saint Laurent;03;17;01;2014;23.6
Cayenne-Matoury;03;17;01;2014;25.5
Saint Georges;03;17;01;2014;24.3
Maripasoula;03;17;01;2014;24.2
Dumont D'Urville;03;17;01;2014;2.4
Abbeville;06;17;01;2014;7.4
Lille-Lesquin;06;17;01;2014;6.8
Pte De La Hague;06;17;01;2014;9.3
Caen-Carpiquet;06;17;01;2014;6.7
Rouen-Boos;06;17;01;2014;6.7
Reims-Prunay;06;17;01;2014;5.1
Brest-Guipavas;06;17;01;2014;7.6
Ploumanac'H;06;17;01;2014;7.2
Rennes-St Jacques;06;17;01;2014;7.0
Alencon;06;17;01;2014;6.0
Orly;06;17;01;2014;6.0
Troyes-Barberey;06;17;01;2014;5.7
Nancy-Ochey;06;17;01;2014;5.8
Strasbourg-Entzheim;06;17;01;2014;5.7
Belle Ile-Le Talut;06;17;01;2014;9.6
Nantes-Bouguenais;06;17;01;2014;7.4
Tours;06;17;01;2014;6.6
Bourges;06;17;01;2014;5.2
Dijon-Longvic;06;17;01;2014;2.9
Bale-Mulhouse;06;17;01;2014;4.7
Pte De Chassiron;06;17;01;2014;10.1
Poitiers-Biard;06;17;01;2014;5.1
Limoges-Bellegarde;06;17;01;2014;3.0
Clermont-Fd;06;17;01;2014;2.5
Le Puy-Loudes;06;17;01;2014;-0.9
Lyon-St Exupery;06;17;01;2014;6.4
Bordeaux-Merignac;06;17;01;2014;4.1
Gourdon;06;17;01;2014;3.9
Millau;06;17;01;2014;1.7
Montelimar;06;17;01;2014;7.5
Embrun;06;17;01;2014;2.2
Mont-De-Marsan;06;17;01;2014;-1.0
Tarbes-Ossun;06;17;01;2014;-0.3
St Girons;06;17;01;2014;-1.4
Toulouse-Blagnac;06;17;01;2014;1.6
Montpellier;06;17;01;2014;6.9
Marignane;06;17;01;2014;13.4
Cap Cepet;06;17;01;2014;12.5
Nice;06;17;01;2014;9.0
Perpignan;06;17;01;2014;4.1
Ajaccio;06;17;01;2014;10.5
Bastia;06;17;01;2014;7.9
Europa;06;17;01;2014;27.9
Tromelin;06;17;01;2014;29.9
Gillot-Aeroport;06;17;01;2014;29.8
Nouvelle Amsterdam;06;17;01;2014;20.9
Crozet;06;17;01;2014;9.1
Kerguelen;06;17;01;2014;9.1
Pamandzi;06;17;01;2014;27.7
St-Pierre;06;17;01;2014;4.2
Le Raizet Aero;06;17;01;2014;22.4
Trinite-Caravel;06;17;01;2014;25.0
Lamentin-Aero;06;17;01;2014;22.8
Saint Laurent;06;17;01;2014;23.7
Cayenne-Matoury;06;17;01;2014;24.2
Saint Georges;06;17;01;2014;23.8
Maripasoula;06;17;01;2014;23.6
Dumont D'Urville;06;17;01;2014;2.7
Abbeville;09;17;01;2014;7.3
Lille-Lesquin;09;17;01;2014;7.2
Pte De La Hague;09;17;01;2014;9.0
Caen-Carpiquet;09;17;01;2014;6.9
Rouen-Boos;09;17;01;2014;6.3
Reims-Prunay;09;17;01;2014;6.6
Brest-Guipavas;09;17;01;2014;7.9
Ploumanac'H;09;17;01;2014;7.1
Rennes-St Jacques;09;17;01;2014;7.2
Alencon;09;17;01;2014;6.1
Orly;09;17;01;2014;6.6
Troyes-Barberey;09;17;01;2014;7.6
Nancy-Ochey;09;17;01;2014;6.1
Strasbourg-Entzheim;09;17;01;2014;5.6
Belle Ile-Le Talut;09;17;01;2014;10.1
Nantes-Bouguenais;09;17;01;2014;8.0
Tours;09;17;01;2014;6.8
Bourges;09;17;01;2014;6.0
Dijon-Longvic;09;17;01;2014;4.2
Bale-Mulhouse;09;17;01;2014;5.1
Pte De Chassiron;09;17;01;2014;11.2
Poitiers-Biard;09;17;01;2014;6.2
Limoges-Bellegarde;09;17;01;2014;4.8
Clermont-Fd;09;17;01;2014;4.5
Le Puy-Loudes;09;17;01;2014;3.1
Lyon-St Exupery;09;17;01;2014;6.0
Bordeaux-Merignac;09;17;01;2014;6.8
Gourdon;09;17;01;2014;6.2
Millau;09;17;01;2014;2.5
Montelimar;09;17;01;2014;7.6
Embrun;09;17;01;2014;3.0
Mont-De-Marsan;09;17;01;2014;3.2
Tarbes-Ossun;09;17;01;2014;5.1
St Girons;09;17;01;2014;3.6
Toulouse-Blagnac;09;17;01;2014;2.3
Montpellier;09;17;01;2014;8.6
Marignane;09;17;01;2014;13.7
Cap Cepet;09;17;01;2014;12.5
Nice;09;17;01;2014;9.0
Perpignan;09;17;01;2014;5.2
Ajaccio;09;17;01;2014;10.4
Bastia;09;17;01;2014;11.3
Europa;09;17;01;2014;29.6
Tromelin;09;17;01;2014;30.0
Gillot-Aeroport;09;17;01;2014;30.0
Nouvelle Amsterdam;09;17;01;2014;20.2
Crozet;09;17;01;2014;13.7
Kerguelen;09;17;01;2014;8.9
Pamandzi;09;17;01;2014;29.1
St-Pierre;09;17;01;2014;4.0
Le Raizet Aero;09;17;01;2014;21.9
Trinite-Caravel;09;17;01;2014;25.0
Lamentin-Aero;09;17;01;2014;22.7
Saint Laurent;09;17;01;2014;23.5
Cayenne-Matoury;09;17;01;2014;25.6
Saint Georges;09;17;01;2014;23.2
Maripasoula;09;17;01;2014;23.3
Dumont D'Urville;09;17;01;2014;1.5
Abbeville;12;17;01;2014;7.0
Lille-Lesquin;12;17;01;2014;7.7
Pte De La Hague;12;17;01;2014;9.3
Caen-Carpiquet;12;17;01;2014;8.3
Rouen-Boos;12;17;01;2014;6.8
Reims-Prunay;12;17;01;2014;10.1
Brest-Guipavas;12;17;01;2014;10.8
Ploumanac'H;12;17;01;2014;8.7
Rennes-St Jacques;12;17;01;2014;9.2
Alencon;12;17;01;2014;6.6
Orly;12;17;01;2014;10.5
Troyes-Barberey;12;17;01;2014;11.1
Nancy-Ochey;12;17;01;2014;9.5
Strasbourg-Entzheim;12;17;01;2014;9.1
Belle Ile-Le Talut;12;17;01;2014;11.5
Nantes-Bouguenais;12;17;01;2014;11.4
Tours;12;17;01;2014;10.0
Bourges;12;17;01;2014;10.8
Dijon-Longvic;12;17;01;2014;9.6
Bale-Mulhouse;12;17;01;2014;7.1
Pte De Chassiron;12;17;01;2014;12.6
Poitiers-Biard;12;17;01;2014;10.1
Limoges-Bellegarde;12;17;01;2014;9.1
Clermont-Fd;12;17;01;2014;10.7
Le Puy-Loudes;12;17;01;2014;7.5
Lyon-St Exupery;12;17;01;2014;10.7
Bordeaux-Merignac;12;17;01;2014;12.5
Gourdon;12;17;01;2014;11.8
Millau;12;17;01;2014;8.2
Montelimar;12;17;01;2014;10.1
Embrun;12;17;01;2014;4.1
Mont-De-Marsan;12;17;01;2014;13.0
Tarbes-Ossun;12;17;01;2014;12.0
St Girons;12;17;01;2014;13.1
Toulouse-Blagnac;12;17;01;2014;11.8
Montpellier;12;17;01;2014;11.4
Marignane;12;17;01;2014;14.5
Cap Cepet;12;17;01;2014;12.9
Nice;12;17;01;2014;10.4
Perpignan;12;17;01;2014;9.7
Ajaccio;12;17;01;2014;12.3
Bastia;12;17;01;2014;14.6
Europa;12;17;01;2014;28.6
Tromelin;12;17;01;2014;29.1
Gillot-Aeroport;12;17;01;2014;29.7
Nouvelle Amsterdam;12;17;01;2014;18.5
Crozet;12;17;01;2014;11.4
Kerguelen;12;17;01;2014;8.4
Pamandzi;12;17;01;2014;28.4
St-Pierre;12;17;01;2014;1.5
Le Raizet Aero;12;17;01;2014;24.3
Trinite-Caravel;12;17;01;2014;26.0
Lamentin-Aero;12;17;01;2014;25.2
Saint Laurent;12;17;01;2014;25.9
Cayenne-Matoury;12;17;01;2014;27.5
Saint Georges;12;17;01;2014;27.8
Maripasoula;12;17;01;2014;26.0
Dumont D'Urville;12;17;01;2014;-0.9
Abbeville;15;17;01;2014;7.4
Lille-Lesquin;15;17;01;2014;7.1
Pte De La Hague;15;17;01;2014;9.6
Caen-Carpiquet;15;17;01;2014;8.8
Rouen-Boos;15;17;01;2014;7.6
Reims-Prunay;15;17;01;2014;11.3
Brest-Guipavas;15;17;01;2014;9.4
Ploumanac'H;15;17;01;2014;10.4
Rennes-St Jacques;15;17;01;2014;10.4
Alencon;15;17;01;2014;9.5
Orly;15;17;01;2014;10.3
Troyes-Barberey;15;17;01;2014;10.2
Nancy-Ochey;15;17;01;2014;9.7
Strasbourg-Entzheim;15;17;01;2014;9.5
Belle Ile-Le Talut;15;17;01;2014;12.0
Nantes-Bouguenais;15;17;01;2014;12.1
Tours;15;17;01;2014;11.1
Bourges;15;17;01;2014;11.8
Dijon-Longvic;15;17;01;2014;10.4
Bale-Mulhouse;15;17;01;2014;8.7
Pte De Chassiron;15;17;01;2014;11.8
Poitiers-Biard;15;17;01;2014;11.2
Limoges-Bellegarde;15;17;01;2014;10.6
Clermont-Fd;15;17;01;2014;12.8
Le Puy-Loudes;15;17;01;2014;8.1
Lyon-St Exupery;15;17;01;2014;10.4
Bordeaux-Merignac;15;17;01;2014;13.6
Gourdon;15;17;01;2014;13.4
Millau;15;17;01;2014;8.8
Montelimar;15;17;01;2014;11.3
Embrun;15;17;01;2014;8.4
Mont-De-Marsan;15;17;01;2014;13.9
Tarbes-Ossun;15;17;01;2014;13.2
St Girons;15;17;01;2014;14.3
Toulouse-Blagnac;15;17;01;2014;12.9
Montpellier;15;17;01;2014;13.2
Marignane;15;17;01;2014;14.8
Cap Cepet;15;17;01;2014;13.7
Nice;15;17;01;2014;10.6
Perpignan;15;17;01;2014;11.8
Ajaccio;15;17;01;2014;14.7
Bastia;15;17;01;2014;13.6
Europa;15;17;01;2014;27.7
Tromelin;15;17;01;2014;27.8
Gillot-Aeroport;15;17;01;2014;27.6
Nouvelle Amsterdam;15;17;01;2014;14.8
Crozet;15;17;01;2014;8.0
Kerguelen;15;17;01;2014;7.0
Pamandzi;15;17;01;2014;24.3
St-Pierre;15;17;01;2014;2.7
Le Raizet Aero;15;17;01;2014;27.0
Trinite-Caravel;15;17;01;2014;27.4
Lamentin-Aero;15;17;01;2014;28.4
Saint Laurent;15;17;01;2014;28.8
Cayenne-Matoury;15;17;01;2014;27.6
Saint Georges;15;17;01;2014;28.6
Maripasoula;15;17;01;2014;29.8
Dumont D'Urville;15;17;01;2014;-1.4
Abbeville;18;17;01;2014;8.4
Lille-Lesquin;18;17;01;2014;7.7
Pte De La Hague;18;17;01;2014;9.8
Caen-Carpiquet;18;17;01;2014;8.5
Rouen-Boos;18;17;01;2014;7.4
Reims-Prunay;18;17;01;2014;8.5
Brest-Guipavas;18;17;01;2014;8.6
Ploumanac'H;18;17;01;2014;8.7
Rennes-St Jacques;18;17;01;2014;8.1
Alencon;18;17;01;2014;8.4
Orly;18;17;01;2014;8.6
Troyes-Barberey;18;17;01;2014;1.5
Nancy-Ochey;18;17;01;2014;5.4
Strasbourg-Entzheim;18;17;01;2014;4.6
Belle Ile-Le Talut;18;17;01;2014;11.3
Nantes-Bouguenais;18;17;01;2014;8.7
Tours;18;17;01;2014;6.9
Bourges;18;17;01;2014;6.4
Dijon-Longvic;18;17;01;2014;4.0
Bale-Mulhouse;18;17;01;2014;4.2
Pte De Chassiron;18;17;01;2014;11.6
Poitiers-Biard;18;17;01;2014;7.8
Limoges-Bellegarde;18;17;01;2014;7.6
Clermont-Fd;18;17;01;2014;6.4
Le Puy-Loudes;18;17;01;2014;1.5
Lyon-St Exupery;18;17;01;2014;6.9
Bordeaux-Merignac;18;17;01;2014;9.1
Gourdon;18;17;01;2014;7.1
Millau;18;17;01;2014;5.5
Montelimar;18;17;01;2014;6.3
Embrun;18;17;01;2014;2.2
Mont-De-Marsan;18;17;01;2014;7.2
Tarbes-Ossun;18;17;01;2014;3.2
St Girons;18;17;01;2014;6.6
Toulouse-Blagnac;18;17;01;2014;8.8
Montpellier;18;17;01;2014;9.6
Marignane;18;17;01;2014;11.0
Cap Cepet;18;17;01;2014;11.3
Nice;18;17;01;2014;11.8
Perpignan;18;17;01;2014;8.7
Ajaccio;18;17;01;2014;13.0
Bastia;18;17;01;2014;11.2
Europa;18;17;01;2014;26.4
Tromelin;18;17;01;2014;24.3
Gillot-Aeroport;18;17;01;2014;26.8
Nouvelle Amsterdam;18;17;01;2014;15.3
Crozet;18;17;01;2014;6.8
Kerguelen;18;17;01;2014;5.8
Pamandzi;18;17;01;2014;24.6
St-Pierre;18;17;01;2014;2.7
Le Raizet Aero;18;17;01;2014;27.9
Lamentin-Aero;18;17;01;2014;28.3
Saint Laurent;18;17;01;2014;28.6
Cayenne-Matoury;18;17;01;2014;28.5
Saint Georges;18;17;01;2014;27.6
Maripasoula;18;17;01;2014;31.1
Dumont D'Urville;18;17;01;2014;-2.0
Abbeville;21;17;01;2014;8.2
Lille-Lesquin;21;17;01;2014;8.4
Pte De La Hague;21;17;01;2014;9.9
Caen-Carpiquet;21;17;01;2014;7.2
Rouen-Boos;21;17;01;2014;7.1
Reims-Prunay;21;17;01;2014;4.7
Brest-Guipavas;21;17;01;2014;8.8
Ploumanac'H;21;17;01;2014;8.0
Rennes-St Jacques;21;17;01;2014;8.4
Alencon;21;17;01;2014;6.4
Orly;21;17;01;2014;6.0
Troyes-Barberey;21;17;01;2014;0.8
Nancy-Ochey;21;17;01;2014;3.9
Strasbourg-Entzheim;21;17;01;2014;3.2
Belle Ile-Le Talut;21;17;01;2014;11.1
Nantes-Bouguenais;21;17;01;2014;9.6
Tours;21;17;01;2014;5.5
Bourges;21;17;01;2014;5.1
Dijon-Longvic;21;17;01;2014;1.3
Bale-Mulhouse;21;17;01;2014;3.0
Pte De Chassiron;21;17;01;2014;9.1
Poitiers-Biard;21;17;01;2014;7.0
Limoges-Bellegarde;21;17;01;2014;6.1
Clermont-Fd;21;17;01;2014;6.7
Le Puy-Loudes;21;17;01;2014;4.1
Lyon-St Exupery;21;17;01;2014;5.7
Bordeaux-Merignac;21;17;01;2014;7.7
Gourdon;21;17;01;2014;7.7
Millau;21;17;01;2014;6.0
Montelimar;21;17;01;2014;5.9
Embrun;21;17;01;2014;1.3
Mont-De-Marsan;21;17;01;2014;3.6
Tarbes-Ossun;21;17;01;2014;3.8
St Girons;21;17;01;2014;3.2
Toulouse-Blagnac;21;17;01;2014;6.0
Montpellier;21;17;01;2014;12.3
Marignane;21;17;01;2014;10.6
Cap Cepet;21;17;01;2014;11.4
Nice;21;17;01;2014;11.5
Perpignan;21;17;01;2014;5.3
Ajaccio;21;17;01;2014;12.3
Bastia;21;17;01;2014;10.1
Europa;21;17;01;2014;25.5
Tromelin;21;17;01;2014;26.0
Gillot-Aeroport;21;17;01;2014;24.0
Nouvelle Amsterdam;21;17;01;2014;15.4
Crozet;21;17;01;2014;5.6
Kerguelen;21;17;01;2014;5.4
Pamandzi;21;17;01;2014;24.8
St-Pierre;21;17;01;2014;1.5
Le Raizet Aero;21;17;01;2014;26.3
Trinite-Caravel;21;17;01;2014;26.0
Lamentin-Aero;21;17;01;2014;27.1
Saint Laurent;21;17;01;2014;26.7
Cayenne-Matoury;21;17;01;2014;27.2
Saint Georges;21;17;01;2014;26.5
Maripasoula;21;17;01;2014;29.1
Dumont D'Urville;21;17;01;2014;-1.6
Abbeville;00;18;01;2014;7.2
Lille-Lesquin;00;18;01;2014;7.1
Pte De La Hague;00;18;01;2014;9.4
Caen-Carpiquet;00;18;01;2014;7.6
Rouen-Boos;00;18;01;2014;7.0
Reims-Prunay;00;18;01;2014;2.2
Brest-Guipavas;00;18;01;2014;8.2
Ploumanac'H;00;18;01;2014;8.9
Rennes-St Jacques;00;18;01;2014;8.5
Alencon;00;18;01;2014;6.8
Orly;00;18;01;2014;5.7
Troyes-Barberey;00;18;01;2014;1.3
Nancy-Ochey;00;18;01;2014;3.7
Strasbourg-Entzheim;00;18;01;2014;1.3
Belle Ile-Le Talut;00;18;01;2014;10.7
Nantes-Bouguenais;00;18;01;2014;8.3
Tours;00;18;01;2014;4.7
Bourges;00;18;01;2014;2.6
Dijon-Longvic;00;18;01;2014;0.4
Bale-Mulhouse;00;18;01;2014;2.2
Pte De Chassiron;00;18;01;2014;9.3
Poitiers-Biard;00;18;01;2014;5.7
Limoges-Bellegarde;00;18;01;2014;4.8
Clermont-Fd;00;18;01;2014;5.0
Le Puy-Loudes;00;18;01;2014;4.9
Lyon-St Exupery;00;18;01;2014;4.6
Bordeaux-Merignac;00;18;01;2014;6.4
Gourdon;00;18;01;2014;4.6
Millau;00;18;01;2014;6.1
Montelimar;00;18;01;2014;8.0
Embrun;00;18;01;2014;0.4
Mont-De-Marsan;00;18;01;2014;3.5
Tarbes-Ossun;00;18;01;2014;1.1
St Girons;00;18;01;2014;-0.5
Toulouse-Blagnac;00;18;01;2014;4.1
Montpellier;00;18;01;2014;12.3
Marignane;00;18;01;2014;11.8
Cap Cepet;00;18;01;2014;11.6
Nice;00;18;01;2014;8.1
Perpignan;00;18;01;2014;3.1
Ajaccio;00;18;01;2014;11.7
Bastia;00;18;01;2014;10.4
Europa;00;18;01;2014;25.8
Tromelin;00;18;01;2014;26.8
Gillot-Aeroport;00;18;01;2014;24.6
Nouvelle Amsterdam;00;18;01;2014;15.8
Crozet;00;18;01;2014;5.1
Kerguelen;00;18;01;2014;4.3
Pamandzi;00;18;01;2014;24.6
St-Pierre;00;18;01;2014;1.4
Le Raizet Aero;00;18;01;2014;24.2
Trinite-Caravel;00;18;01;2014;25.8
Lamentin-Aero;00;18;01;2014;25.6
Saint Laurent;00;18;01;2014;25.5
Cayenne-Matoury;00;18;01;2014;26.3
Saint Georges;00;18;01;2014;25.7
Maripasoula;00;18;01;2014;25.0
Dumont D'Urville;00;18;01;2014;-0.7
Abbeville;03;18;01;2014;6.8
Lille-Lesquin;03;18;01;2014;6.2
Pte De La Hague;03;18;01;2014;9.6
Caen-Carpiquet;03;18;01;2014;7.0
Rouen-Boos;03;18;01;2014;5.4
Reims-Prunay;03;18;01;2014;2.9
Brest-Guipavas;03;18;01;2014;8.6
Ploumanac'H;03;18;01;2014;7.6
Rennes-St Jacques;03;18;01;2014;7.6
Alencon;03;18;01;2014;6.3
Orly;03;18;01;2014;3.3
Troyes-Barberey;03;18;01;2014;0.7
Nancy-Ochey;03;18;01;2014;4.5
Strasbourg-Entzheim;03;18;01;2014;-0.8
Belle Ile-Le Talut;03;18;01;2014;10.5
Nantes-Bouguenais;03;18;01;2014;7.8
Tours;03;18;01;2014;5.2
Bourges;03;18;01;2014;0.8
Dijon-Longvic;03;18;01;2014;-0.8
Bale-Mulhouse;03;18;01;2014;2.3
Pte De Chassiron;03;18;01;2014;8.3
Poitiers-Biard;03;18;01;2014;6.6
Limoges-Bellegarde;03;18;01;2014;4.1
Clermont-Fd;03;18;01;2014;4.3
Le Puy-Loudes;03;18;01;2014;4.6
Lyon-St Exupery;03;18;01;2014;5.3
Bordeaux-Merignac;03;18;01;2014;6.6
Gourdon;03;18;01;2014;5.8
Millau;03;18;01;2014;6.3
Montelimar;03;18;01;2014;8.9
Embrun;03;18;01;2014;0.7
Mont-De-Marsan;03;18;01;2014;4.9
Tarbes-Ossun;03;18;01;2014;-0.1
St Girons;03;18;01;2014;1.9
Toulouse-Blagnac;03;18;01;2014;2.5
Montpellier;03;18;01;2014;12.4
Marignane;03;18;01;2014;12.0
Cap Cepet;03;18;01;2014;10.9
Nice;03;18;01;2014;8.9
Perpignan;03;18;01;2014;2.3
Ajaccio;03;18;01;2014;10.9
Bastia;03;18;01;2014;10.1
Europa;03;18;01;2014;26.7
Tromelin;03;18;01;2014;26.8
Gillot-Aeroport;03;18;01;2014;25.0
Nouvelle Amsterdam;03;18;01;2014;18.8
Crozet;03;18;01;2014;5.5
Kerguelen;03;18;01;2014;6.4
Pamandzi;03;18;01;2014;24.7
St-Pierre;03;18;01;2014;0.8
Le Raizet Aero;03;18;01;2014;24.4
Trinite-Caravel;03;18;01;2014;25.8
Lamentin-Aero;03;18;01;2014;25.7
Saint Laurent;03;18;01;2014;25.2
Cayenne-Matoury;03;18;01;2014;26.4
Saint Georges;03;18;01;2014;25.6
Maripasoula;03;18;01;2014;24.5
Dumont D'Urville;03;18;01;2014;0.9
Abbeville;06;18;01;2014;4.7
Lille-Lesquin;06;18;01;2014;3.9
Pte De La Hague;06;18;01;2014;7.8
Caen-Carpiquet;06;18;01;2014;6.6
Rouen-Boos;06;18;01;2014;5.2
Reims-Prunay;06;18;01;2014;1.8
Brest-Guipavas;06;18;01;2014;9.2
Ploumanac'H;06;18;01;2014;7.1
Rennes-St Jacques;06;18;01;2014;6.7
Alencon;06;18;01;2014;6.1
Orly;06;18;01;2014;3.2
Troyes-Barberey;06;18;01;2014;2.1
Nancy-Ochey;06;18;01;2014;5.3
Strasbourg-Entzheim;06;18;01;2014;-0.5
Belle Ile-Le Talut;06;18;01;2014;11.1
Nantes-Bouguenais;06;18;01;2014;6.5
Tours;06;18;01;2014;5.8
Bourges;06;18;01;2014;1.4
Dijon-Longvic;06;18;01;2014;0.3
Bale-Mulhouse;06;18;01;2014;2.6
Pte De Chassiron;06;18;01;2014;7.2
Poitiers-Biard;06;18;01;2014;6.2
Limoges-Bellegarde;06;18;01;2014;5.0
Clermont-Fd;06;18;01;2014;4.8
Le Puy-Loudes;06;18;01;2014;4.6
Lyon-St Exupery;06;18;01;2014;4.7
Bordeaux-Merignac;06;18;01;2014;5.8
Gourdon;06;18;01;2014;7.1
Millau;06;18;01;2014;6.4
Montelimar;06;18;01;2014;9.0
Embrun;06;18;01;2014;1.1
Mont-De-Marsan;06;18;01;2014;5.8
Tarbes-Ossun;06;18;01;2014;-0.2
St Girons;06;18;01;2014;-1.8
Toulouse-Blagnac;06;18;01;2014;3.0
Montpellier;06;18;01;2014;12.3
Marignane;06;18;01;2014;11.4
